Select,XPath,Examples
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Organization/madsrdf:hasSource/madsrdf:Source/madsrdf:citationNote,"(name not given; Wesley College, Grand Forks,
                                            N.D.)
(Est. Feb. 23, 1883)
(Wesley College property acquired 1965 by Univ.
                                            of N.D.)"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Organization/madsrdf:hasSource/madsrdf:Source/madsrdf:citationSource,"NUCMC data from North Dakota Instit. for
                                            Regional Studies, N.D. St. Univ. Libr., Fargo for North
                                            Dakota School of Religion. Records, 1921-1977
Information from 678 converted Dec. 16,
                                            2014
Public colleges and universities, c1986"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Organization/madsrdf:hasVariant/madsrdf:CorporateName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Organization/madsrdf:hasVariant/madsrdf:CorporateName/madsrdf:variantLabel,"North Dakota. University.
UND"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Geographic/rdf:type,"http://www.loc.gov/mads/rdf/v1#Authority
http://www.loc.gov/mads/rdf/v1#CorporateName"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Geographic/madsrdf:authoritativeLabel,"La Plata (Argentina)
Prussia (Germany)
South Bend (Ind.)"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasCharacteristic/skos:Concept/rdfs:label,"Scott
Sin
Barrett"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/rdf:type,http://www.loc.gov/mads/rdf/v1#CorporateName
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:authoritativeLabel,"Bulgaria. Upravlenie na arkhivite
Prince Edward Island. Office of the Auditor
                                            General
YWCA Scotland"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Authority/rdf:type,http://www.loc.gov/mads/rdf/v1#CorporateName
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasRelatedAuthority/madsrdf:Authority/madsrdf:authoritativeLabel,"United States. Joint Army-Navy Board of
                                            Aeronautics"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasSource/madsrdf:Source/madsrdf:citationNote,"t.p. (United States Aeronautical Board)
p. 33, etc. (Aeronautical Board originally
                                            created as Joint Army and Navy Board on Aeronautic
                                            Cognizance, pursuant to a proposal by Sect. of War in
                                            Oct. 1916; name chgd. in 1919 to Joint Army-Navy Board
                                            on Aeronautics, and Board was directed by Secretaries of
                                            War and Navy Depts.; name later chgd. to Aeronautical
                                            Board. After 1939 Aeronautical Board under the direction
                                            and supervision of the President)
(Aeronautical Board organized in 1916)"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasSource/madsrdf:Source/madsrdf:citationSource,"Its Outline of policy ... 1938:
Society of Automotive Engineers. Journal, Nov.
                                            1942;
U.S. govt. manual, 1937:"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:CorporateName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:CorporateName/madsrdf:variantLabel,"American Studies Association. Midcontinent
                                            Chapter
Baldwin University (Saint Paul, Minn.)
Macalester College, St. Paul, Minn."
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:ConferenceName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:ConferenceName/madsrdf:variantLabel,"North-West European Conference on the
                                            Psychology of Work and Organization"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:Title/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:Title/madsrdf:variantLabel,"Occasional paper series (Chung-hua ching chi
                                            yen chiu yüan)
Occasional paper (Zhonghua jing ji yan jiu
                                            yuan)
Transforming American politics series"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:Geographic/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasEarlierEstablishedForm/madsrdf:Geographic/madsrdf:variantLabel,"Wei-fang shih (China)
Weifang Diqu (China)"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:CorporateName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:CorporateName/madsrdf:variantLabel,"Macalaster College
Macalester College, St. Paul, Minn.
Macalestri Collegium"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:ConferenceName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:ConferenceName/madsrdf:variantLabel,"Conference on the Psychology of Work and
                                            Organization, West European"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:variantLabel,"Occasional paper series (Chung-hua ching chi
                                            yen chiu yüan)
Einzelschrift (Saarland (Germany).
                                            Statistisches Landesamt)
Verhandelingen in-8o (Académie royale des
                                            sciences coloniales (Belgium). Classe des sciences
                                            techniques)"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:CorporateName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:variantLabel,"Zhonghua jing ji yan jiu yuan. Occasional paper
                                            series
Saarland (Germany). Statistisches Landesamt.
                                            Einzelschriften
Académie royale des sciences coloniales
                                            (Belgium). Classe des sciences techniques. Mémoires
                                            in-8o"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Geographic/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Geographic/madsrdf:variantLabel,"Weifang City (China)
潍坊市 (China)
Wei-fang shih (China)"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:note,[created 1955]
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Organization/rdf:type,"http://www.loc.gov/mads/rdf/v1#Authority
http://www.loc.gov/mads/rdf/v1#CorporateName"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Organization/madsrdf:authoritativeLabel,"Pakistan. Supreme Court
International Water Association
Long Island University. C.W. Post Campus"
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Geographic/rdf:type,http://www.loc.gov/mads/rdf/v1#Authority
T,/rdf:RDF/madsrdf:Authority/madsrdf:hasLaterEstablishedForm/madsrdf:Geographic/madsrdf:authoritativeLabel,"Wałbrzych (Poland)
Fuzhou Shi (China)
Tasmania"
T,/rdf:RDF/madsrdf:Authority/madsrdf:see/madsrdf:Authority/rdf:type,http://www.loc.gov/mads/rdf/v1#PersonalName
T,/rdf:RDF/madsrdf:Authority/madsrdf:see/madsrdf:Authority/madsrdf:authoritativeLabel,"Lazarus, Greg
Lewis, Henry Harrison, 1863-1947
Zoe, Bobby"
T,/rdf:RDF/madsrdf:Authority/madsrdf:see/madsrdf:Authority/madsrdf:classification/ns2:ClassNumber/madsrdf:code,PR9619.3.G727
T,/rdf:RDF/madsrdf:Authority/madsrdf:see/madsrdf:Authority/madsrdf:hasSource/madsrdf:Source/madsrdf:citationNote,"(Greig, Maysie, 1902-1971: pseuds: Jennifer
                                            Ames, Ann Barclay, Mary Douglas Warren)"
T,/rdf:RDF/madsrdf:Authority/madsrdf:see/madsrdf:Authority/madsrdf:hasSource/madsrdf:Source/madsrdf:citationSource,"Contemp. au., v. 104"
T,/rdf:RDF/madsrdf:Authority/madsrdf:note,"[Henricus de Segusio began his Lectura super
                                            Decretales in 1262, almost ten years after his more
                                            famous Summa super titulis Decretalium was finished.
                                            Cardinal Henricus entitled the work the Commentum super
                                            Decretalibus in his last will and testament, but the
                                            work is commonly known as the Lectura. The work was
                                            completed in two versions, the first completed circa
                                            1265, which exists in one manuscript in Oxford, New
                                            College MS 207. The second, longer version was finished
                                            near his death.]
[The Caribbean Philosophical Association was
                                            launched at the University of the West Indies (Jamaica)
                                            on June 14, 2003 to examine and contribute to the ideas
                                            informing Caribbean life.]
[Artist and filmmaker born in the
                                            Netherlands.]"
T,/rdf:RDF/madsrdf:Authority/madsrdf:creationDateEnd/skos:Concept/rdfs:label,"(edtf) 1978
1982
(edtf) 2011"
T,/rdf:RDF/madsrdf:CorporateName/madsrdf:identifiesRWO/bf:Organization/rdf:type,"http://www.loc.gov/mads/rdf/v1#RWO
http://xmlns.com/foaf/0.1/Organization"
T,/rdf:RDF/madsrdf:CorporateName/madsrdf:identifiesRWO/bf:Organization/madsrdf:associatedLocale/madsrdf:Geographic/rdfs:label,"Uzbekistan
Pisa (Italy)"
T,/rdf:RDF/madsrdf:CorporateName/madsrdf:identifiesRWO/bf:Organization/madsrdf:entityDescriptor/skos:Concept/rdfs:label,"Art foundation
Federal agency
University"
T,/rdf:RDF/madsrdf:CorporateName/madsrdf:variantLabel,"Culturespaces (Firm)
Bundesamt fur Seeschifffahrt und
                                            Hydrographie
Instituto Universitario de Investigación Ortega
                                            y Gasset"
T,/rdf:RDF/madsrdf:ConferenceName/madsrdf:identifiesRWO/bf:Meeting/rdf:type,http://www.loc.gov/mads/rdf/v1#RWO
T,/rdf:RDF/madsrdf:ConferenceName/madsrdf:identifiesRWO/bf:Meeting/madsrdf:associatedLocale/madsrdf:Geographic/rdfs:label,Wuhan (China)
T,/rdf:RDF/madsrdf:ConferenceName/madsrdf:identifiesRWO/bf:Meeting/madsrdf:entityDescriptor/skos:Concept/rdfs:label,"(naf) Congresses and conventions
Congresses and conventions"
T,/rdf:RDF/madsrdf:ConferenceName/madsrdf:identifiesRWO/bf:Meeting/madsrdf:fieldOfActivity/skos:Concept/rdfs:label,Materials science
T,/rdf:RDF/madsrdf:ConferenceName/madsrdf:variantLabel,"Nanostructures, Thin Films and Bulk
                                            Oxides-Synthesis, Characterization and Applications
                                            (Symposim) (2014 : San Francisco, Calif.)
Arte e impresa: omaggio a Marco Rivetti
                                            (Conference) (2016 : Rivoli, Italy)
Congreso Nacional de Violencia
                                            Filio-Parental"
T,/rdf:RDF/madsrdf:ComplexSubject/madsrdf:variantLabel,"Wolkers, Jan, 1925-2007.--Diaries
Kirrweiler (Germany)--Genealogy"
T,/rdf:RDF/madsrdf:ComplexSubject/madsrdf:identifiesRWO/madsrdf:RWO/rdf:type,http://www.loc.gov/standards/mads/rdf/v1#Geographic
T,/rdf:RDF/madsrdf:ComplexSubject/madsrdf:identifiesRWO/madsrdf:RWO/rdfs:label,Kirrweiler (Germany) Genealogy
T,/rdf:RDF/madsrdf:Organization/rdf:type,"http://www.loc.gov/mads/rdf/v1#Authority
http://www.loc.gov/mads/rdf/v1#CorporateName"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasRelatedAuthority/madsrdf:Authority/rdf:type,http://www.loc.gov/mads/rdf/v1#CorporateName
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasRelatedAuthority/madsrdf:Authority/madsrdf:authoritativeLabel,"Akademia Sztuk Pięknych im. Eugeniusza Gepperta
                                            we Wrocławiu
Université de Caen Basse-Normandie
International Association of Rotary Clubs"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasRelatedAuthority/madsrdf:Organization/rdf:type,"http://www.loc.gov/mads/rdf/v1#Authority
http://www.loc.gov/mads/rdf/v1#CorporateName"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasRelatedAuthority/madsrdf:Organization/madsrdf:authoritativeLabel,"Institut zhivopisi, skulʹptury i arkhitektury
                                            imeni I.E. Repina
University of Manchester
Katholieke Universiteit Brabant"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasSource/madsrdf:Source/madsrdf:citationNote,"(Eugeniusz Geppert Academy of Fine Arts;
                                            Akademia Sztuk Pięknych im. Eugeniusza Gepperta we
                                            Wrocławiu; a public institution of higher learning
                                            established in 1946; College of Fine Arts (1946-1949),
                                            State College of Fine Arts (1949-1996), Academy of Fine
                                            Arts in Wrocław (1996-2008) and since 2008, the
                                            Eugeniusz Geppert Academy of Fine Arts)
p. 1 (ASP we Wrocławiu); nr. 1-2/2001: p. 1
                                            (Akademia Sztuk Pięknych we Wrocławiu)
t.p. (Dept. of Adivasi Theology & Cultural
                                            Research, GTC, Ranchi) t.p. verso (Dept. of Adivasi
                                            Theology & Cultural Research (ATCR, Gossner
                                            Theological College, Ranchi, Jharkhand)"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasSource/madsrdf:Source/madsrdf:citationSource,"Wikipedia, April 17, 2017
Format (Wrocław, Poland), nr. 4/2000:
Adivasi theology, 2009:"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasVariant/madsrdf:CorporateName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasVariant/madsrdf:CorporateName/madsrdf:variantLabel,"ASP we Wrocławiu
Academy of Fine Arts in Wrocław
Gossner Theological College. Department of
                                            Adivasi Theology & Cultural Research"
T,/rdf:RDF/madsrdf:Organization/madsrdf:identifiesRWO/bf:Organization/rdf:type,"http://www.loc.gov/mads/rdf/v1#RWO
http://xmlns.com/foaf/0.1/Organization"
T,/rdf:RDF/madsrdf:Organization/madsrdf:identifiesRWO/bf:Organization/madsrdf:associatedLocale/madsrdf:Geographic/rdfs:label,"Washington (D.C.)
Indianapolis (Ind.)
Caen (France)"
T,/rdf:RDF/madsrdf:Organization/madsrdf:identifiesRWO/bf:Organization/madsrdf:entityDescriptor/skos:Concept/rdfs:label,"Public universities and colleges
Public university
Technical institutes"
T,/rdf:RDF/madsrdf:Organization/madsrdf:identifiesRWO/bf:Organization/madsrdf:fieldOfActivity/skos:Concept/rdfs:label,(aat) Administration
T,/rdf:RDF/madsrdf:Organization/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:city,"Saint-Paul-Lez-Durance
Rohtak
Beirut"
T,/rdf:RDF/madsrdf:Organization/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:country,"France
India
Lebanon"
T,/rdf:RDF/madsrdf:Organization/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:state,"Haryana
Cambridgeshire"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasEarlierEstablishedForm/madsrdf:CorporateName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasEarlierEstablishedForm/madsrdf:CorporateName/madsrdf:variantLabel,"Fu tan ta hsüeh (Shanghai, China)
Fu tan ta hsüeh, Shanghai.
University of Birmingham. Dept. of
                                            Economics"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasReciprocalAuthority/madsrdf:Authority/rdf:type,http://www.loc.gov/mads/rdf/v1#CorporateName
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasReciprocalAuthority/madsrdf:Authority/madsrdf:authoritativeLabel,"Shanghai yi ke da xue
University of Newark
Unión de Naciones Suramericanas"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasLaterEstablishedForm/madsrdf:Organization/rdf:type,"http://www.loc.gov/mads/rdf/v1#Authority
http://www.loc.gov/mads/rdf/v1#CorporateName"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasLaterEstablishedForm/madsrdf:Organization/madsrdf:authoritativeLabel,Universidad Autónoma de Coahuila
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/rdf:type,"http://www.loc.gov/mads/rdf/v1#CorporateName
http://www.loc.gov/mads/rdf/v1#Organization"
T,/rdf:RDF/madsrdf:Organization/madsrdf:hasLaterEstablishedForm/madsrdf:Authority/madsrdf:authoritativeLabel,"Mining, Geological, and Metallurgical Institute
                                            of India
Ravenshaw University"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:authoritativeLabel,"Udaipur (Rajasthan, India)
Kirkdale (Liverpool, England)
Yogyakarta (Indonesia)"
T,/rdf:RDF/madsrdf:Geographic/rdf:type,http://www.loc.gov/mads/rdf/v1#Authority
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasReciprocalAuthority/madsrdf:Authority/rdf:type,http://www.loc.gov/mads/rdf/v1#Geographic
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasReciprocalAuthority/madsrdf:Authority/madsrdf:authoritativeLabel,"Brandywine Village (Del.)
San Andrés Sacamch'en de los Pobres
                                            (Mexico)
Ciudad Trujillo (Dominican Republic)"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/madsrdf:citationNote,"(ppl; 39°44ʹ45ʺN 075°32ʹ48ʺW)
(Brandywine Village became part of Wilmington,
                                            Del., in 1869)
(Wilmington, Delaware; City of Wilmington;
                                            largest and most populous city in the state of Delaware;
                                            county seat of New Castle County; 39°44ʹ45ʺN
                                            75°32ʹ48ʺW)"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/madsrdf:citationSource,"GeoNames, algorithmically matched, 2009
NUCMC data from Historical Society of Delaware
                                            for Brandywine Fire Company records, 1840-1851
Wikipedia, June 30, 2019"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasVariant/madsrdf:Geographic/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasVariant/madsrdf:Geographic/madsrdf:variantLabel,"City of Wilmington (Del.)
Gurudwara (India)
Dehra Doon (India)"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasVariant/madsrdf:CorporateName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasVariant/madsrdf:CorporateName/madsrdf:variantLabel,"Los Angeles (Calif.). Van Nuys
Ulʹi︠a︡novskai︠a︡ oblastʹ (Russia).
                                            Pravitelʹstvo
Ulʹi︠a︡novskai︠a︡ oblastʹ (Russia).
                                            Правительство"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:identifiesRWO/madsrdf:RWO/rdf:type,http://www.loc.gov/standards/mads/rdf/v1#Geographic
T,/rdf:RDF/madsrdf:Geographic/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:associatedLocale/madsrdf:Geographic/rdfs:label,"Los Angeles County (Calif.)
Argentina"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:entityDescriptor/skos:Concept/rdfs:label,"(aat) County seats
Regency
Town"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasEarlierEstablishedForm/madsrdf:Geographic/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:Geographic/madsrdf:hasEarlierEstablishedForm/madsrdf:Geographic/madsrdf:variantLabel,"Lin-yü hsien (China)
Xiangxiang Xian (China)
Pati, Indonesia (Jawa Tengah)"
T,/rdf:RDF/madsrdf:Geographic/madsrdf:note,"[On Jan. 14, 1969, the name of Madras State was
                                            changed to Tamil Nadu]"
T,/rdf:RDF/skos:Concept/madsrdf:authoritativeLabel,"Painting, Spanish
Irrigation
Children's literature--Authorship"
T,/rdf:RDF/skos:Concept/rdf:type,"http://www.loc.gov/mads/rdf/v1#Occupation
http://www.loc.gov/mads/rdf/v1#Organization"
T,/rdf:RDF/madsrdf:Occupation/madsrdf:authoritativeLabel,"Motivational speakers
Astronauts
Vina players"
T,/rdf:RDF/madsrdf:Occupation/rdf:type,http://www.w3.org/2004/02/skos/core#Concept
T,/rdf:RDF/bf:Organization/rdf:type,"http://www.loc.gov/mads/rdf/v1#RWO
http://xmlns.com/foaf/0.1/Organization"
T,/rdf:RDF/bf:Organization/madsrdf:associatedLanguage/madsrdf:Language/madsrdf:authoritativeLabel,English
T,/rdf:RDF/bf:Organization/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:authoritativeLabel,"London (England)
Great Britain
England"
T,/rdf:RDF/bf:Organization/madsrdf:entityDescriptor/skos:Concept/madsrdf:authoritativeLabel,"Charities
County councils
Labor unions"
T,/rdf:RDF/bf:Organization/madsrdf:fieldOfActivity/skos:Concept/madsrdf:authoritativeLabel,"Medical care
Public health
Local government"
T,/rdf:RDF/bf:Organization/madsrdf:fieldOfActivity/skos:Concept/rdfs:label,"(lcsh) College teachers--Services for
(lcsh) Proteomics--Study and teaching
                                            (Higher)
(lcsh) Genetics--Study and teaching
                                            (Higher)"
T,/rdf:RDF/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:city,"London
Dourados
Paris"
T,/rdf:RDF/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:country,"England
Brasil
France"
T,/rdf:RDF/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:state,NY
T,/rdf:RDF/bf:Person/rdf:type,"http://www.loc.gov/mads/rdf/v1#RWO
http://xmlns.com/foaf/0.1/Person"
T,/rdf:RDF/bf:Person/madsrdf:birthDate/skos:Concept/rdfs:label,"(edtf) 1973
(edtf) 1975-10-29
(edtf) 1905-08-02"
T,/rdf:RDF/bf:Person/madsrdf:birthPlace/madsrdf:Geographic/rdfs:label,"Mussoorie (India)
Queens (New York, N.Y.)
Haarlem, Netherlands"
T,/rdf:RDF/bf:Person/madsrdf:birthPlace/madsrdf:Geographic/madsrdf:authoritativeLabel,"Brooklyn (New York, N.Y.)
Seoul (Korea)
Munich (Germany)"
T,/rdf:RDF/bf:Person/madsrdf:deathDate/skos:Concept/rdfs:label,"(edtf) 1963-12-05
(edtf) 2005-06-13
1971"
T,/rdf:RDF/bf:Person/madsrdf:occupation/madsrdf:Occupation/rdf:type,http://www.w3.org/2004/02/skos/core#Concept
T,/rdf:RDF/bf:Person/madsrdf:occupation/madsrdf:Occupation/madsrdf:authoritativeLabel,"Translators
Actresses
Yoga teachers"
T,/rdf:RDF/bf:Person/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:authoritativeLabel,"New Orleans (La.)
Germany
Vancouver (B.C.)"
T,/rdf:RDF/bf:Person/madsrdf:gender/skos:Concept/rdf:type,http://www.loc.gov/mads/rdf/v1#Occupation
T,/rdf:RDF/bf:Person/madsrdf:gender/skos:Concept/madsrdf:authoritativeLabel,"Females
Males"
T,/rdf:RDF/bf:Person/madsrdf:fieldOfActivity/skos:Concept/madsrdf:authoritativeLabel,"Acting
Art music
Composition (Music)"
T,/rdf:RDF/bf:Person/madsrdf:deathPlace/madsrdf:Geographic/madsrdf:authoritativeLabel,Lisbon (Portugal)
T,/rdf:RDF/madsrdf:RWO/rdf:type,http://www.loc.gov/standards/mads/rdf/v1#Geographic
T,/rdf:RDF/madsrdf:RWO/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:authoritativeLabel,"Canada
Nunavik (Québec)
Namibia"
T,/rdf:RDF/madsrdf:RWO/madsrdf:entityDescriptor/skos:Concept/rdfs:label,"Inuit communities
Province
(aat) Provinces"
T,/rdf:RDF/madsrdf:RWO/madsrdf:entityDescriptor/skos:Concept/madsrdf:authoritativeLabel,"Capitals (Cities)
Cities and towns
French departments (Political divisions of
                                            France)"
T,/rdf:RDF/madsrdf:GenreForm/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
T,/rdf:RDF/madsrdf:GenreForm/madsrdf:variantLabel,"Genealogy
Diaries"
T,/rdf:RDF/bf:Meeting/rdf:type,http://www.loc.gov/mads/rdf/v1#RWO
F,/rdf:RDF/madsrdf:Authority/identifiers:lccn,"n 85015108
no2014113350
n 2019016723"
F,/rdf:RDF/madsrdf:Authority/madsrdf:adminMetadata/ri:RecordInfo/ri:languageOfCataloging,http://id.loc.gov/vocabulary/iso639-2/eng
F,/rdf:RDF/madsrdf:Authority/madsrdf:adminMetadata/ri:RecordInfo/ri:recordChangeDate,"2014-12-09T07:38:36
1985-03-18T00:00:00
2014-08-27T07:35:43"
F,/rdf:RDF/madsrdf:Authority/madsrdf:adminMetadata/ri:RecordInfo/ri:recordContentSource,"http://id.loc.gov/vocabulary/organizations/dlc
http://id.loc.gov/vocabulary/organizations/icrlf"
F,/rdf:RDF/madsrdf:Authority/madsrdf:adminMetadata/ri:RecordInfo/ri:recordStatus,"revised
new"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:FullNameElement/madsrdf:elementValue,"Shields, Joyce D.
Risse, Stefanie
Hall, Kenneth O."
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:GenreFormElement/madsrdf:elementValue,"Series
(lcgft) Statutes and codes"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:MainTitleElement/madsrdf:elementValue,"Pop and play (Kingfisher Publications)
Structure of existence
New directions in culture and governance"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:TermsOfAddressNameElement/madsrdf:elementValue,"(Lawyer)
(Bass player)
(Public officer)"
